new_number,news_text,category,cat-l3
NID_2023-01-18-14_5488,Fußgänger von Autofahrerin in Biberach anfahren Lebensgefährlich verletzen ein Autofahrerin haben an der Morgen in der Memminger Straße in Biberach ein Fußgänger mit ihr Wagen erfassen und lebensgefährlich verletzen,unfall,unfall
NID_2023-01-18-14_12456,schwer Vorwurf von Ex Dschungelkönigin es sein einfach so dass RTL manipulieren vor acht Jahr sein Schauspielerin Maren Gilzer 62 in der Dschungelcamp Foto RTL Stefan Gregorowius,dschungelcamp,fernsehen
NID_2023-01-18-14_1223,Auto Idiotentest Warum jed Zweite an der MPU scheitern d Sorge vor d Idiotentest scheinen berechtigen denn fast jed zweit scheitern an der MPU wie Sie|sie der Untersuchung erfolgreich meist,auto,auto
NID_2023-01-18-15_4327,Engländer berichten Barça heiß auf Gündogan in der Sommer laufen sein Vertrag bei Manchester City aus schlagen jetzt Barça zu Ilkay G Foto Getty images,spielertransfer,sport
NID_2023-01-18-15_14848,vermisste Alexandra R 39 Polizei durchsuchen Grundstück neu Spur in der Fall der vermis Schwangre Alexandra R 39 Foto vifogra,vermisst,kriminalitaet
NID_2023-01-18-15_5466,Fußball Superstar Luis Suárez mit Hattrick bei Debüt für Gremio Porto Alegre Luis Suárez mögen bereits 35 Jahr alt sein der Toreschießen haben er jedoch nicht verlernen gleich in der erst Spiel für sein neu Klub treffen der Superstar dreifach,sport,sport
NID_2023-01-18-15_11462,Putin von quot sicher Sieg quieten in der Ukraine überzeugen der russisch Präsident Wladimir Putin haben er|es|sie bei der Besuch ein Rüstungskonzern mit Blick auf d Angriffskrieg gegen der Ukraine siegessich zeigen Rußlands Raketenbauer produzieren heute etwa so viel wie alle Land der Welt gemeinsam sagen Putin bei ein Treffen mit handverlesen Arbeiter in ein Werk der Konzern Almas Antej an der Mittwoch daher sein der Sieg Rußlands an der Ende unausweichlich meint Putin ich haben daran kein Zweifel,politik,politik
NID_2023-01-18-15_14000,Trau bei Hartz und herzlich Marion Krefeld 56 sein tot Trauer um ein Protagonistin der RTLzwei Reihe Hartz und herzlich Marion aus Krefeld sterben mit nur 56 Jahr,unterhaltung,unterhaltung
NID_2023-01-18-15_10678,Öffentlichkeitsfahndung wo sein Leonie 13 Seit Dienstagmorgen werden der 13 jährige Leonie aus Hamburg Rahlstedt vermissen Foto Polizei,fahndungen,kriminalitaet
NID_2023-01-18-15_10678,Öffentlichkeitsfahndung wo sein Leonie 13 Seit Dienstagmorgen werden der 13 jährige Leonie aus Hamburg Rahlstedt vermissen Foto Polizei,vermisst,kriminalitaet
NID_2023-01-18-15_11167,Polizei warnen vor es E 49 psychisch kranker aus Klinik fliehen der psychisch Kranke sein aus der Psychiatrie in Wunstorf bei Hannover entwischen Foto Polizei,fahndungen,kriminalitaet
NID_2023-01-18-15_2712,Corona Explosion in China Wie gefährlich sein Variante BF 7 für Deutschland seit der Ende der null Covid Strategie laufen der Virus in China praktisch ungehemmt durch dabei sein ein Omikron Sublinie dominanen,gesundheit,gesundheit
NID_2023-01-18-15_1961,BILDplus Inhalt Regen in der Camp aber VIPs bleiben trocken der Tricks der Dschungel Mach warum der Promis trotz Regen nicht naß werden Lese|Lesen Sie|sie hier Foto RTL RTL Stefan Thoyah,dschungelcamp,fernsehen
NID_2023-01-18-15_3861,Dschungelcamp Pornosucht bis Hitlergruß der groß Skandale aus 19 Jahr lästern werden in der Dschungelcamp gerne auch klein Skandale geben es regelmäßig ein Überblick der wild Buschgeschicht,unterhaltung,unterhaltung
NID_2023-01-18-15_15282,Wälzer wieder zuhause Maximiner Riesenbibel kehren nach Trier zurück Vor 500 Jahr werden sie in Trier schaffen jetzt kehren der Riesenbibel zurück Foto Harald Tittel dpa,museum,museum
NID_2023-01-18-15_16137,Wrestling Star Jay Briscoe 38 sterben bei Autounfall der Wrestling Welt trauern um Jamin Pugh gut bekannt als Jay Briscoe d US Amerikaner sterben bei ein Autounfall er werden nur 38 Jahr alt,sport,sport
NID_2023-01-18-15_9074,maischberger an der Mittwoch der sein heute der Talk Gäst seit 2022 talken Sandra Maischberger zweimal der Woche und unter neu Name dies Gast sein an der Mittwoch 18 Januar 2023 Bei maischberger dabei,unterhaltung,unterhaltung
NID_2023-01-18-15_4846,FC Bayern haben Rückrunden Ersatz für Manuel neu gefund Manuel neu fehlen der FC Bayern der komplett Rückrunde lange werden über ein Ersatz spekulieren nun sein der deutsch Rekordmeister fündig werden,sport,sport
NID_2023-01-18-15_8763,Let s Dance Anna Ermakova Mache ich Sorge|Sorgen der Tochter von Tennisstar Boris Becker feiern schon bald ihr Premiere bei ein deutsch Unterhaltungsshow ein machen Anna Ermakova besonders nervös,unterhaltung,unterhaltung
NID_2023-01-18-15_1912,Bild User krönen ihr König Überraschung auf der Dschungel Treppchen wer sollen der Dschungelkrone gewinnen wollen Bild wissen was mein der Leser Foto S Thoyah dpa,dschungelcamp,fernsehen
NID_2023-01-18-15_1562,Bayern haben sein Wunsch Torwart Sommer Wechsel perfekt perfekt Gladbachs Yann Sommer wechseln zu der FC Bayern Foto WITTERS,spielertransfer,sport
NID_2023-01-18-15_12841,Social Media betrug Fake Anzeige|Anzeigen versprechen Geld für Haare locken ab und kassieren werden auf Social Media Plattform Geld für ein Haarspende versprechen handeln es er|es|sie wohl um ein Fake,digital,technik
NID_2023-01-18-16_14700,v di Kaiserslautern Vortrag Bürgergeld ein echt Reform von Hans Sander an der Freitag der 27 Januar laden der Gewerkschaft ver di in ihr Räumlichkeit in Kaiserslautern zu der Vortrag mit anschließend Diskussien ein Bürgergeld ein echt Reform sein der Titel der Veranstaltung mit Hans Sander Dies sein Erwerbslosenberater für v di und Mitglied der Sprecher innenkreis der Landesarmutskonferenz es werden in der Veranstaltung darum gehen was er|es|sie tatsächlich durch 8230 der Beitrag ver di Kaiserslautern Vortrag Bürgergeld ein echt Reform von Hans Sander erscheinen zuerst auf Nachricht Kaiserslautern,ver.di,wirtschaft
NID_2023-01-18-16_6325,Handball vor Start der Hauptrunde Nur zwei Corona Fall bei WM vor der Auftakt der Hauptrunde der Handball Weltmeisterschaft haben es nur zwei Corona Fäll bei der Turnier geben,sport,sport
NID_2023-01-18-16_10132,Nehammer verlangen hoch Strafe für Kinderporno Besitz in der Zusammenhang mit der Fall Teichtmeister der Staatsanwaltschaft Wien werfen der mittlerweile von der Burgtheater entlassen Schauspieler Florian Teichtmeister der beschaff und Horten von zehntausend Datei mit sexuell Missbrauchsdarstellung von Unmündige und minderjährige vor verlangen Bundeskanzler Karl Nehammer ÖVP hoch Strafe für strafrechtlich überführen Täter der in der 207a StGB vorgesehen Strafe sein derzeit lächerlich niedrig meint Nehammer,missbrauch,kriminalitaet
NID_2023-01-18-16_12588,Serie A Klub US Salernitana holt Trainer nach zwei Tag zurück nach ein deftig Niederlage entlassen Serie A Klub US Salernitana sein Coach doch nur zwei Tag spät sein er wieder in der Amt,sport,sport
NID_2023-01-18-16_9043,Mädchen prügeln in Rastatt brutal auf 14 Jährige ein Zeugin filmen statt zu helfen zwei Jugendliche schlagen und treten auf ein Mädchen ein statt zu helfen filmen ein ander Person der Tat mit nun ermitteln der Polizei,panorama,sonstiges
NID_2023-01-18-16_7709,Kind und Koch Wie kochen man ein Huhn der 23 jährige Tochter wollen er|es|sie zu der erst Mal ein Hühnersuppe kochen der werden für beide ein Grenzerfahrung für der Tochter und der Huhn,familie,familie
NID_2023-01-18-16_13031,Spiegelbild wer oft in der Spiegel schauen altern langsam wie sehen er|es|sie Mensch selbst auf der er|es|sie alle Auge richten 44 Prominente wie Tim Rau Wolfgang Joop und Nadja Auermann zeigen ihr eigen Blick in der Spiegel,leben,leben
NID_2023-01-18-16_10512,noch ein Engels Engelch Wa Sarah auf der Baby Frage antworten Sängerin und Schauspielerin Sarah Engel 30 haben zwei Kind sein s der Foto Instagram sarellax3,deutschland sucht den superstar,unterhaltung
NID_2023-01-18-16_9185,Markus Lanz an der 18 Januar 2023 in der ZDF der sein sein Gast dreimal in der Woche laden Markus Lanz zu der Talk dies Gast begrüßen der Moderator heute an der Mittwoch der 18 Januar 2023,unterhaltung,unterhaltung
NID_2023-01-18-16_1493,Bauchspeicheldrüsenkrebs welch Symptom treten auf löst Bauchspeicheldrüsenkrebs deutlich Symptom aus sein es für ein Heilung oft zu spaten welch Anzeichen Sie|sie schnell ärztlich abklären lassen sollen,gesundheit,gesundheit
NID_2023-01-18-16_11975,Rückschlag für Netanjahu Höch Gericht erklären Minister Ernennung für ungültig Um der Chef der ultraorthodox Schas Partei ein Ministerpost zu sichern lassen Netanjahu ein Gesetz ändern der letzt Wort haben aber der höch Gericht,politik,politik
NID_2023-01-18-16_6773,Hubschrauberabsturz bei Kiew EU verhängen Flugverbot für der Helikoptermodell bei ein Hubschrauberabsturz in der Ukraine sein neben der Innenminister auch ein Kind um der Leben kommen ein Überblick über der wichtig Faktum,politik,politik
NID_2023-01-18-16_714,Amira Pocher über Ollis TV Zukunft dann sein hier Krieg in der Haus Amira Pocher ledern ordentlich über der Dschungelcamp ab Foto Stefan Gregorowius RTL Instagram amirapoch,dschungelcamp,fernsehen
NID_2023-01-18-16_1780,Besetzer völlig überrascht Blitz Räumung der Fechenheimer Wald Tag X sein nix zumindest nicht für der Klima Chaot kaum Baum Bewohner in der Wald Foto Sven Moschitz,proteste,proteste
NID_2023-01-18-16_12562,selten Erde|Erden China Machtstreben haben Konsequenz für Deutschland China haben er|es|sie zu ein aufstrebend Weltmacht entwickeln der kommen nicht von ungefähr Animation von t online zeigen für der Weste|Westen bergen der Risiko,politik,politik
NID_2023-01-18-17_14890,Verteidigungsminister Pistorius So hoch sein sein Gehalt als Bundesminister er werden der Nachfolger von Christine Lambrecht doch wie viel verdient Boris Pistorius nach sein Ernennung zu der Bundesminister,politik,politik
NID_2023-01-18-17_2535,BVB trennen er|es|sie in der Sommer offenbar von drei Spieler Zsein sein an der Freitag erst der Winterpause vorbei doch der Bundesliga Klub haben bereits der Personalplanung für der Sommer in der Blick bei der BVB sollen schon Abgang feststehen,sport,sport
NID_2023-01-18-17_6165,Grüner Komet kommen der Erde immer nah nur alle 50 000 Jahr ziehen der Komet nah an unser Planet vorbei jetzt sein es wieder soweit,digital,technik
NID_2023-01-18-17_3034,DB Regio betreiben Regio Linie zwischen Rheine und Löhne der DB Regio AG werden von der kommend Dezember an der Regionalexpresslinie zwischen der münsterländisch Rhein und der ostwestfälisch Löhne über Osnabrück betreiben der neu Linie werden einrichten um nach ein Fahrplanwechsel der deutsch Bahn in der Fernverkehr zwischen Berlin und Amsterdam zu der Dezember 2023 stündlich Anschluß und Umsteigemöglichkeit in Osnabrück und Rheine weiterhin anbieten zu können teilen der Landesnahverkehrsgesellschaft Niedersachsen an der Mittwoch in Hannover mit weit Auftraggeber sein der Zweckverband Nahverkehr Westfalen Lippe,schienenverkehr,verkehr
NID_2023-01-18-17_2298,Brenner Nordzulauf Wirtschaft für mehr Tempo der Vereinigung d bayerisch Wirtschaft vbw haben mehr Tempo bei Planung und Bau der Brenner Nordzulaufs angemahnen der bayerisch Zubringerstrecke der Bahn f 252 r der Brenner Basistunnel sollen der vielbefahren Brenner Autobahn entlasten 171 der Brenner Basistunnel werden der Herzst 252 ck der transalpin G 252 terverkehrs bilden 187 sagen Hauptgesch 228 ftsf 252 hr Bertram Brossardt an der Mittwoch auf ein Kongreß zu der G 252 terverkehr 252 ber der Brenner es 8230,bahn,verkehr
NID_2023-01-18-17_2298,Brenner Nordzulauf Wirtschaft für mehr Tempo der Vereinigung d bayerisch Wirtschaft vbw haben mehr Tempo bei Planung und Bau der Brenner Nordzulaufs angemahnen der bayerisch Zubringerstrecke der Bahn f 252 r der Brenner Basistunnel sollen der vielbefahren Brenner Autobahn entlasten 171 der Brenner Basistunnel werden der Herzst 252 ck der transalpin G 252 terverkehrs bilden 187 sagen Hauptgesch 228 ftsf 252 hr Bertram Brossardt an der Mittwoch auf ein Kongreß zu der G 252 terverkehr 252 ber der Brenner es 8230,handel,wirtschaft
NID_2023-01-18-17_2298,Brenner Nordzulauf Wirtschaft für mehr Tempo der Vereinigung d bayerisch Wirtschaft vbw haben mehr Tempo bei Planung und Bau der Brenner Nordzulaufs angemahnen der bayerisch Zubringerstrecke der Bahn f 252 r der Brenner Basistunnel sollen der vielbefahren Brenner Autobahn entlasten 171 der Brenner Basistunnel werden der Herzst 252 ck der transalpin G 252 terverkehrs bilden 187 sagen Hauptgesch 228 ftsf 252 hr Bertram Brossardt an der Mittwoch auf ein Kongreß zu der G 252 terverkehr 252 ber der Brenner es 8230,verkehr,verkehr
NID_2023-01-18-17_14755,Verena Kerth So sein Oliver Kahn in der Bett in der RTL Dschungelcamp haben der Ex von Torwart Titan und Bayern München Boß Oliver Kahn ausgepacken,dschungelcamp,fernsehen
NID_2023-01-18-17_533,Aktionär stimmen zu Wind|Linde verlassen Frankfurter Börse der wertvoll Dax Konzern Linde plc verabschieden er|es|sie von der Frankfurter B 246 rse der Aktion 228 r h 228 tten mit mindestens etwa 93 Prozent der Stimme|Stimmen f 252 r dies Schritt votieren teilen der weltgr 246 223 n Industriegase Unternehmen an der Mittwoch in der britisch Woking mit der R 252 ckzug von der Frankfurter B 246 rse sollen der Angabe zufolge voraussichtlich zu der 1 M 228 rz oder um der Datum herum wirksam 8230,industrie,wirtschaft
NID_2023-01-18-17_13779,Thomas Gottschalk und Karina Mroß haben ich noch nie so lieben fühlen Seit 2019 sein Thomas Gottschalk offiziell mit Karina Mroß zusammen Nun sprechen der Paar ungewöhnlich offen über sein Liebesglück,unterhaltung,unterhaltung
NID_2023-01-18-17_7226,Israel Höch Gericht gegen Minister Ernennung der neu Regierung in Israel sein noch kein Monat in der Amt da erleiden sie ein erst Rückschlag der höch Gericht stufen der Ernennung ein Minister als unangemessen ein nun sein Netanjahu an der Zug,benjamin netanjahu,politik
NID_2023-01-18-17_7226,Israel Höch Gericht gegen Minister Ernennung der neu Regierung in Israel sein noch kein Monat in der Amt da erleiden sie ein erst Rückschlag der höch Gericht stufen der Ernennung ein Minister als unangemessen ein nun sein Netanjahu an der Zug,justiz,kriminalitaet
NID_2023-01-18-17_7226,Israel Höch Gericht gegen Minister Ernennung der neu Regierung in Israel sein noch kein Monat in der Amt da erleiden sie ein erst Rückschlag der höch Gericht stufen der Ernennung ein Minister als unangemessen ein nun sein Netanjahu an der Zug,regierung,politik
NID_2023-01-18-17_12763,Smarter Lautsprecher Apple bringen neu HomePod auf d Markt Apple haben ein neu HomePod vorstellen äußerlich sein der smart Lautsprecher kaum von der Vorgänger zu unterscheiden in der Innern aber komplett neu aufbauen,digital,technik
NID_2023-01-18-17_3747,dramatisch Suchaktion Arbeitskollege werden tot aufgefund Arbeitskollege finden er St Ingbert 19 jährigen tot an der Regenrückhaltebecken Foto Simon Mario Avenia,vermisst,kriminalitaet
NID_2023-01-18-17_11305,Prinzessin Kate setzen bei Termin auf ein knallig Farbe Prinzessin Kate treten an der Mittwoch allein auf der britisch royal setzen dabei auf ein auffällig Farbe bleiben ihr elegant Modestil aber treu,unterhaltung,unterhaltung
NID_2023-01-18-17_14891,Verteidigungsminister Pistorius vor schmelzend Bundeswehr Milliarden schon geben es erst Forderung der Sondervermögen für der Bundeswehr zu erhöhen doch bereits bei der aktuell Paket stehen der neu Verteidigungsminister ein groß Aufgabe bevor,politik,politik
NID_2023-01-18-17_16167,Youssoufa Moukoko BVB Jungstar und der groß Druck seit Woche verhandeln Borussia Dortmund und Youssoufa Moukoko über ein neu Vertrag für der Jungstar kein einfach Situation,sport,sport
NID_2023-01-18-17_8211,Krieg in der Ukraine da brauchen es für ein Kriegsende Putin sein fast besiegen Putin sein todkrank nein der Ausweg aus der Gemetzel sein ein ander,politik,politik
NID_2023-01-18-17_11455,Putin Komplize Kadyrow drohen mit Atomschlag können der Knopf drücken der tschetschenisch Machthaber Ramsan Kadyrow haben auf der nuklear Option verweisen Rußland werden es nicht erlauben ein Schlacht zu verlieren,politik,politik
NID_2023-01-18-17_14511,Unfall wegen Schneeglätte Kulmbacher Polizei zeihen|ziehen Bilanz der Schnee haben über der Tag verteilen zu viel Unfall und Behinderung führen wie der Polizei Kulmbach auf Radio Plassenburg Nachfrage mitteilen haben es in der Zuständigkeitsgebiet heute Mi vier groß Glätteunfall geben der Sachschaden belaufen er|es|sie auf insgesamt 50 000 Euro der schwer Unfall ereignen er|es|sie auf der B85 bei Lösau hier sein ein Mann mit 8230,polizei,polizei
NID_2023-01-18-17_14511,Unfall wegen Schneeglätte Kulmbacher Polizei zeihen|ziehen Bilanz der Schnee haben über der Tag verteilen zu viel Unfall und Behinderung führen wie der Polizei Kulmbach auf Radio Plassenburg Nachfrage mitteilen haben es in der Zuständigkeitsgebiet heute Mi vier groß Glätteunfall geben der Sachschaden belaufen er|es|sie auf insgesamt 50 000 Euro der schwer Unfall ereignen er|es|sie auf der B85 bei Lösau hier sein ein Mann mit 8230,winter,wetter
NID_2023-01-18-17_12548,Selenskyj in Davos haben der Krieg nicht beginnen aber werden er beenden Rußlands Krieg gegen der Ukraine dominieren der Weltwirtschaftsforum Selenskyj fordern in sein Rede in Davos weit Waffenlieferung von der Weste|Westen,politik,politik
NID_2023-01-18-18_14129,TV Busch enthüllen der Wahrheit nicht nur Djamila siehen man ROHwe der Busch Bewohner können nicht mehr auf Bildbearbeitung und Botox zurückgreifen Foto RTL Stefan Thoyah Instagram Jens Kalaene dpa,dschungelcamp,fernsehen
NID_2023-01-18-18_11016,Pistorius sehen Deutschland indirekt an Ukraine Krieg beteiligt an der Donnerstag treten er offiziell als neu Verteidigungsminister an Doch Boris Pistorius äußern er|es|sie bereits jetzt zu der deutsch Engagement für der Ukraine,politik,politik
NID_2023-01-18-18_10051,Nagelsmann über Sommer vor Bayernstart 15 Minute reichen steht Yann Sommer schon an der Freitag in der Bayern Tor Trainer Julian Nagelsmann erwarten kein lang Anlaufzeit für der Ersatz von Manuel neu Vorstandschef Oliver Kahn nennen ein Münchner Mission,bundesliga,sport
NID_2023-01-18-18_7696,Kind sollen regelmäßig Kokain konsumieren haben Vater stehen vor Gericht ein 56 jähriger Mann aus Rellingen stehen vor Gericht der Vorwurf sein damals drei Jahr alt Sohn sollen bei besuchen Kokain konsumieren haben und der nicht nur einmal wie ein Gutachten ergeben,kokain,polizei
NID_2023-01-18-18_15112,von Marktzeuln aus Spendenkonvoi starten in gut ein Woche zu der polnisch belarussisch Grenze es sein der mittlerweile siebt Spendenkonvoi in der ukrainisch Kriegsgebiet aus Marktzeul in der Landkreis Lichtenfels An der Samstag der 28 Januar starten er zu ein polnisch ukrainisch Internat bis ein Tag vorher können bei der Firma 8222 CK Montage Team 8220 Sachspende abgeben werden es gehen hauptsächlich um warm Winterkleidung Schlafsäcke Schulbedarf und Hygieneartikel auch medizinisch Bedarf werden brauchen|gebrauchen 8230,krieg,krieg
NID_2023-01-18-18_5157,Forscher fordern streng Regulierung bei leihen E Scootern der massenhaft Verleih von Tretroller mit Elektroantrieb gef 228 hrden nach Ansicht von Unfallforscher der Verkehrssicherheit in gro 223 en St 228 den 171 es können nicht sein dass der E Scoot rein Touristenspa 223 mobil sein hier m 252 ssen dringend Ma 223 nehmen treffen|triefen werden 187 sagen Siegfried Brockmann Chef Unfallforscher in der Gesamtverband der deutsch Versicherungswirtschaft GDV der Mediengruppe M 252 nchn Merkur tz Donnerstag Brockmann schl 228 gen der Bericht zufolge etwa vor 8230,verkehr,verkehr
NID_2023-01-18-18_12287,Scholz Schmied|Rede in Davos dies Frage weichen der Kanzler aus der Ukraine Krieg sein der bestimmend Thema auf der Weltwirtschaftsforum in Davos zu der Lieferung von Kampfpanzern schweigen der Kanzler aber weiter,politik,politik
NID_2023-01-18-18_4612,EU Parlament wählen Kaili Nachfolger Marc Angel werden Vizepräsident Nach der Korruptionsvorwürfen gegen Eva Kaili haben der EU Parlament ihr Nachfolger benennen es sein ein Politiker aus Luxemburg,politik,politik
NID_2023-01-18-18_14267,Ukraine Krieg russisch Botschaft blamieren er|es|sie mit Landkarte auf Twitter der Krim gehören zu der Ukraine Rußland beanspruchen der Schwarzmeerhalbinsel jedoch für er|es|sie Umso überraschender sein der Tweet ein russisch Botschaft,politik,politik
NID_2023-01-18-19_14257,Ukraine Krieg in der Newsblog Wagner Chef fordern Youtube Verbot in Rußland Tag 329 seit Kriegsbeginn in der Ukraine sein der Innenminister um der Leben kommen Selenskyj sprechen in Davos alle Infos in der Newsblog,politik,politik
NID_2023-01-18-19_1965,BILDplus Inhalt Sommer zu Bayern perfekt Was werden jetzt aus neu Yann Sommer wechseln zu der Bayern aber was werden jetzt aus Manuel neu Foto KAI PFAFFENBACH REUTERS pictuern allianc dpa,spielertransfer,sport
NID_2023-01-18-19_15233,Wagner Chef Prigoschin sehen Verräter in der Kreml der Chef der Söldner Gruppe Wagner werden groß Einfluß in der russisch Machtapparat nachsagen nun erheben der eng Vertraute von Kremlchef Putin schwer Vorwurf und bekräftigen ein Forderung,internet,internet
NID_2023-01-18-19_15233,Wagner Chef Prigoschin sehen Verräter in der Kreml der Chef der Söldner Gruppe Wagner werden groß Einfluß in der russisch Machtapparat nachsagen nun erheben der eng Vertraute von Kremlchef Putin schwer Vorwurf und bekräftigen ein Forderung,konflikte,konflikte
NID_2023-01-18-19_15233,Wagner Chef Prigoschin sehen Verräter in der Kreml der Chef der Söldner Gruppe Wagner werden groß Einfluß in der russisch Machtapparat nachsagen nun erheben der eng Vertraute von Kremlchef Putin schwer Vorwurf und bekräftigen ein Forderung,krieg,krieg
NID_2023-01-18-19_15233,Wagner Chef Prigoschin sehen Verräter in der Kreml der Chef der Söldner Gruppe Wagner werden groß Einfluß in der russisch Machtapparat nachsagen nun erheben der eng Vertraute von Kremlchef Putin schwer Vorwurf und bekräftigen ein Forderung,youtube,technik
NID_2023-01-18-19_6329,Handball WM 2023 Frankreich schlagen Montenegro ohne Mühe der Turnierfavorit haben kein Problem zu der Start in der Hauptrunde und schlagen Montenegro klar auch ein Geheimtip setzen er|es|sie durch,sport,sport
NID_2023-01-18-19_5222,Frankreich setzen Siegesserie bei WM fort Olympiasieger Frankreich sein erfolgreich in der Hauptrunde der Handball Weltmeisterschaft starten der Mitfavorit auf der Titel setzen er|es|sie 35 24 16 13 gegen Montenegro durch und befinden er|es|sie nach der viert Sieg in der viert Spiel weiter auf Viertelfinal Kurs Erfolgreichster Werfer der Franzose in der polnisch Krakau sein Melvyn Richardson mit zehn Tor F 252 r Montenegro sein Milos Bozovic mit sechs 8230,handball,sport
NID_2023-01-18-19_6314,Handball Frankreich setzen Siegesserie bei WM fort Olympiasieger Frankreich sein erfolgreich in der Hauptrunde der Handball Weltmeisterschaft starten,sport,sport
NID_2023-01-18-19_14940,Video aus Lützerath der werden für Greta Thunberg zu der Problem Polizist tragen Klimaaktivistin Greta Thunberg in Lützerath weg der medienwirksam Bild wirken inszenieren und werden jetzt zu der Problem für der Bewegung,digital,technik
NID_2023-01-18-19_6395,Hans Georg Maaßen und Verlag C H Beck beenden Zusammenarbeit der Verlag C H Beck wollen der Zusammenarbeit mit Hans Georg Maaßen beenden der Ex Verfassungsschutzpräsident kommen der Unternehmen jedoch zuvor,politik,politik
NID_2023-01-18-19_14972,viel Geschei Blutiges Drama um Prinzessin Anne Hund Prinzessin Anne Hund sollen ausgerastet sein der Bullterrier haben demnach ein ander Hund so sehr verletzen dass Blut fließen sein,unterhaltung,unterhaltung
NID_2023-01-18-19_5928,Gladbachs Riese deal So stark sein Omlin wirklich Gladbach haben abräumen und er|es|sie Torwart Jonas Omlin von Bayern bezahlen lassenFoto Icon Sport via Getty images,spielertransfer,sport
NID_2023-01-18-19_2144,Boris Becker feieren Sohn Noah mit besonder Schnappschuß Noah Becker feiern sein 29 Geburtstag sein berühmt Vater Boris Becker gratulieren er öffentlich mit liebevoll Wort und ein ganz besonder Foto,unterhaltung,unterhaltung
NID_2023-01-18-19_4854,FC Bayern Yann Sommer d Torwart der der Bayern zu der Verzweiflung bringen Noch in der August stellen er|es|sie Yann sommer mit alle was er haben der Bayern Angriff in der Weg nun werden er selbst für der Münchner spielen,sport,sport
NID_2023-01-18-19_10092,Nato über Ukraine Krieg Putin bereiten er|es|sie auf lang Krieg vor mehr Soldat gesteigert Rüstungsproduktion und Waffe aus der Iran Putin bereiten er|es|sie nach Nato Einschätzung auf ein lange andauernd Krieg vor,politik,politik
NID_2023-01-18-19_14950,Video Karatekick verhindern Gold Diebstahl ein Diebin wollen er|es|sie in ein Juwelierladen mit ein Goldarmband davonmachen allerdings haben der Kriminelle nicht mit dies genial Reaktion rechnen,video,technik
NID_2023-01-18-19_2999,Davos Hundert Superreich fordern besteuert wir endlich in Davos diskutieren der global Wirtschaftselite über Kooperation in ein zersplittert Welt der sein witzlos kritisieren jetzt mehr als 200 Superreich,panorama,sonstiges
NID_2023-01-18-19_3339,Diamant Diebstahl Einbrech Werkzeug in Spree finden Vor knapp vier Woche sucht Taucher in der Berliner Landwehrkanal nach Beutestücken aus der Dresdner Grüne Gewölbe nun geben es weit Tauchgänge in der Zusammenhang mit der spektakulär Juwelendiebstahl,kunst,kunst
NID_2023-01-18-19_3339,Diamant Diebstahl Einbrech Werkzeug in Spree finden Vor knapp vier Woche sucht Taucher in der Berliner Landwehrkanal nach Beutestücken aus der Dresdner Grüne Gewölbe nun geben es weit Tauchgänge in der Zusammenhang mit der spektakulär Juwelendiebstahl,polizei,polizei
NID_2023-01-18-19_14269,Ukraine Krieg russisch Journalist widersprechen Putin in der Staatsfernsehen in der russisch Fernsehen fordern Putins Propagandist regelmäßig Nuklearschlag und feiern zerstört ukrainisch Stadt ein Gast überraschen nun mit offen Worten,politik,politik
NID_2023-01-18-19_11306,Prinzessin Sofia müssen Feierlichkeit kurzfristig absagen der Schweden haben er|es|sie schon auf der nah Glamour Auftritt von Prinzessin Sofia freun Doch Prinz Carl Philip müssen ohne sein Frau zu ein Event,unterhaltung,unterhaltung
NID_2023-01-18-19_1974,BILDplus Inhalt Wunsch Torwart da der erst Sommer Foto Bei Bayern perfekt Gladbachs Yann Sommer wechseln zu der FC Bayern Foto,spielertransfer,sport
NID_2023-01-18-20_14252,Ukraine Krieg Experte über Leopard Panzer absolut rot Linie der Bundeskanzler ziehen Bericht zufolge ein Lieferung von Leopard Panzer|Panzern für der Ukraine in Betracht ein Experte erklären in der Video wofür der Kampfpanzer an der Front nutzen werden können,politik,politik
NID_2023-01-18-20_12816,so stressig werden der erst Tag der neu Verteidigungsminister Pistorius Pistorius Start in der Amt als Verteidigungsminister werden alle ander als gemütlich der Erwartung sein hoch und der Terminkalender sein voll,politik,politik
NID_2023-01-18-20_14270,Ukraine Krieg Scholz wohl zu Leopard Lieferung bereien unter Bedingung der Druck auf Deutschland Kampfpanzer in der Ukraine zu liefern steigen zuletzt immer weit nun sein Kanzler Scholz offenbar bereit sein Kurs zu ändern,politik,politik
NID_2023-01-18-20_9643,Mobilmachung in Rußland Putin nehmen Anlauf in der Krieg gegen der Ukraine 300 000 Mann haben der Kreml seit September für der Krieg gegen der Ukraine mobilisieren der dürfen nur der Anfang sein,politik,politik
NID_2023-01-18-20_16188,Zapfenstreich für Lambrecht Westerland oder Layla dies Songs sein Favorit egal wie kurz oder unglücklich ihr Amtszeit ein groß Zapfenstreich stehen auch Christine Lambrecht zu aber welch Lied können der Kapelle spielen,panorama,sonstiges
NID_2023-01-18-20_1717,Berichte Scholz unter Bedingung für Leopard Lieferung der Druck auf der Bundesregierung Leopard Kampfpanzer an der Ukraine zu liefern haben weiter zugenommen an der Abend berichten Medium Olaf Scholz sein bereit unter bestimmt Bedingung,konflikte,konflikte
